STULS,ESCS,DISCLIMA,TEACHSUP,DIRINS,PERFEED,EMOSUPS,STIMREAD,ADAPTIVITY,TEACHINT,PERCOMP,PERCOOP,ATTLNACT,COMPETE,WORKMAST,GFOFAIL,EUDMO,SWBP,RESILIENCE,MASTGOAL,BELONG,BEINGBULLIED,gender,TEACHBEHA,SBHL,PV1READ
10,-1.2801,2.0345,0.385,0.373,-0.3253,1.0346,0.5102,-0.5786,-1.0615,0.2865,0.6012,1.0844,1.2643,-0.1015,-0.2006,-0.569,1.2386,-0.0614,0.5761,0.0928,-0.7823,2,-2.0409,1.3333334,1
3,0.3903,0.4922,-1.2443,-1.3309,-0.3253,0.2127,-0.62,-1.4494,0.2182,-0.2309,0.6012,-0.6117,0.849,0.487,0.1097,-1.7389,0.1869,-1.0586,-0.2151,-0.0392,0.7703,2,-2.0409,1,1
7,-0.4958,-0.0424,1.314,1.1049,0.5121,1.0346,1.4931,0.836,1.2403,-0.6142,-0.5107,1.0844,0.4352,0.5693,0.4637,0.2621,1.2386,-0.0614,-0.4347,-0.3184,-0.7823,1,1.6842,1,1
5,1.639,2.0345,0.6259,1.1049,0.7743,1.0346,0.2464,0.1915,-0.2934,0.6912,-0.5107,1.0844,1.2643,1.1448,0.4637,-0.9827,0.1869,-0.5536,0.3468,-0.3184,-0.7823,1,1.2182,1,1
6,-0.443,0.7843,0.7015,-0.2546,0.0728,1.0346,0.7551,0.7368,0.9888,0.444,0.6012,1.0844,1.1811,-0.1015,0.052,-0.569,-0.5928,-1.0974,-1.1295,-1.1151,0.7703,2,2.5251,1.6666666,1
8,0.9555,0.2377,0.7015,1.1049,0.5121,-0.6576,0.5102,-0.1716,0.9684,0.6912,0.6012,-1.1507,0.1956,-0.1015,0.4637,-0.3121,0.1869,-0.0614,0.1447,-0.3184,-0.7823,1,-1.2225,1,1
9,0.8032,2.0345,-0.3971,-0.0424,0.2682,1.0346,1.5391,0.1915,1.8245,0.6912,0.6894,1.0844,0.571,-0.1015,-1.059,1.1963,0.1869,0.3858,-0.4347,2.7249,-0.7823,2,1.0265,1,1
10,1.0459,0.6201,1.314,0.4301,2.0165,-0.6576,2.0871,0.635,0.1744,0.6912,0.6012,1.0844,1.1811,1.1448,-1.2792,-0.6723,0.1869,-0.096,0.3468,2.7249,0.2907,2,0.2688,1,1
7,0.1952,0.871,1.314,0.8667,0.7743,-2.4468,0.5068,0.3695,0.1744,1.563,1.6762,-0.6583,0.1956,1.1448,0.8794,-0.3121,-1.2568,-0.4684,-1.3457,-0.445,0.2907,2,1.8674,1,1
5,-0.4331,1.0573,-0.6262,-0.5066,-0.6555,1.0346,0.4072,-0.1716,0.1744,-0.043,-0.4213,0.4667,1.2643,-0.1015,0.4637,-0.1652,1.2386,0.7872,0.7181,-0.7428,-0.7823,1,2.2703,1,1
5,0.2134,2.0345,0.7628,1.8202,-0.6555,-0.6576,0.5102,0.1915,-0.6734,0.202,-0.9391,1.0844,0.1956,-1.1187,1.8905,-0.9827,0.1869,-1.3068,-0.4347,-0.9803,-0.7823,1,-2.0409,1,1
9,0.6874,1.1945,0.1597,0.2336,0.5121,-0.6576,1.3517,0.4572,0.1744,-0.6142,0.6012,1.0844,0.4352,-0.1015,-0.4342,-0.3121,0.1869,-0.4684,0.7181,0.0348,-0.7823,2,-0.3818,1,1
9,-1.1079,2.0345,1.314,1.8202,0.7743,1.0346,1.5391,0.1915,1.8245,2.0378,-0.5107,1.0844,0.7871,1.1448,1.8905,1.348,1.2386,-0.4957,0.2224,-0.4165,0.2907,1,1.6299,1.3333334,1
7,0.034,-0.5148,0.0838,0.7198,-0.3253,1.0346,0.5102,0.1888,-0.3449,2.0378,-0.9391,1.0844,1.2643,-0.1015,1.8905,-0.9827,-0.5928,-0.144,-0.4347,-1.3324,-0.7823,1,0.6479,1,1
9,0.3073,2.0345,1.314,1.8202,1.458,1.0346,2.0871,2.0073,1.8245,0.202,1.6762,1.0844,2.0054,1.8164,0.4637,1.7411,1.2386,2.3693,0.9703,0.9683,-0.7823,1,-2.0409,1,1
9,-1.6001,0.5409,-0.0037,0.2329,-0.3253,0.6364,0.5102,0.5437,0.1744,-0.1532,-0.9391,1.0844,0.1956,1.1448,0.4637,-0.569,1.2386,-1.0352,0.4683,-0.445,-0.7823,1,-2.0409,1,1
5,1.3769,-0.0424,-0.2023,-0.5066,0.3993,1.0346,-0.103,0.1915,-0.2934,-0.6142,-1.3467,0.4626,-0.5707,-0.6545,0.3335,0.2621,-1.1176,-0.5325,0.1447,-0.7764,1.1928,1,0.9255,1.3333334,1
8,0.7671,2.0345,1.314,1.1049,2.0165,0.2127,2.0871,2.0073,1.8245,-1.1126,-1.5068,1.0844,-0.2047,-0.1015,1.8905,-0.2139,0.7301,0.0018,-0.4347,-0.5635,-0.7823,2,1.8947,1.3333334,1
2,1.1407,1.0573,1.314,1.1049,0.7743,0.6364,0.1526,0.4546,0.1744,0.2865,0.6012,-0.6583,-0.2047,-1.034,1.0671,-0.9827,-0.5928,0.7034,0.1123,-0.9137,-0.7823,1,-1.2356,1,1
6,1.0988,2.0345,0.7015,1.8202,0.5121,-1.3914,2.0871,2.0073,1.8245,2.0378,1.6762,1.0844,2.0054,1.1448,0.855,0.8126,1.2386,-1.0465,1.8524,-1.4986,0.1462,1,3.0494,1,1
6,-0.5091,2.0345,1.314,1.1049,0.9044,1.0346,2.0871,0.8329,0.1744,0.6912,1.6762,1.0844,0.1956,-0.1015,-1.2319,1.243,-0.5928,1.1268,1.8524,0.2243,-0.7823,1,1.6299,1,1
7,0.5755,-0.5708,-0.3971,-1.0988,-0.3253,1.0346,-0.3644,-0.5786,-0.6894,0.6912,0.6012,-0.6583,0.1956,-0.1015,0.4637,0.2621,1.2386,-0.8109,-0.7346,0.3018,-0.7823,1,2.1583,1,1
7,-1.347,0.377,0.7015,-0.2551,-0.99,-1.0691,-0.62,-0.1687,-0.8262,-1.9892,0.6012,-0.6583,0.7871,-0.1015,-0.687,0.147,1.2386,-0.0614,-0.4347,0.6924,-0.7823,2,-0.1274,1,1
6,-0.2362,2.0345,-0.6262,-0.9085,-0.7784,-0.6576,-0.3644,-0.1687,0.1744,-0.6142,0.6012,-0.6583,0.1956,-0.1015,-0.4342,-0.6723,0.1869,-0.0614,-1.1295,-0.6693,-0.7823,1,2.5251,2.3333333,1
4,1.4923,0.871,1.314,1.1049,0.2012,-1.0657,2.0871,2.0073,1.3209,-0.769,-0.4213,-0.6583,0.2653,-1.071,1.8905,-0.4506,-0.5928,-1.5311,1.2329,-0.1858,0.8615,1,-0.7733,1,1
9,1.3359,0.871,1.314,1.8202,-0.1625,-0.6576,1.4931,0.8329,-0.2934,0.6912,1.6762,1.0844,-0.0326,-0.1015,1.3423,0.8126,0.4094,-0.0614,0.1123,0.3528,-0.7823,2,-0.9033,1.3333334,1
4,1.0156,2.0345,0.7015,1.8202,-1.6391,0.5029,-2.3003,-2.2652,-2.2177,0.2865,-2.1428,1.0844,-1.1146,0.5493,-0.0288,-2.1464,-1.3959,-1.0673,-0.9255,-1.0499,-0.7823,2,3.7879,1,1
7,-1.2811,0.6019,0.4394,-0.3738,0.5121,-0.6576,0.4764,0.5464,-0.2934,-0.043,-0.4213,-0.6583,-0.2661,-0.772,0.052,0.2621,-0.5928,-0.4684,-0.3152,-0.4415,-0.7823,2,-1.2356,1,1
3,-1.3362,2.0345,0.7628,0.7198,-0.4521,1.0346,2.0871,2.0073,0.8674,-0.6142,-0.9391,0.0321,2.0054,0.7068,-0.0288,-0.1652,0.7301,-0.0769,1.8524,-0.9836,-0.7823,1,2.8515,1,1
3,0.9207,0.6499,-0.9514,-1.3309,-0.99,1.0346,-1.2261,-1.4494,-0.2934,-0.6142,-1.5068,-1.1507,-0.5707,-0.1015,-0.1558,-0.9827,1.2386,-1.2865,-0.094,-1.3798,-0.7823,1,-0.1241,1,1
7,1.1263,1.0573,0.7015,-0.8332,-0.6555,-0.6576,0.7551,0.4599,0.9684,-0.043,-0.5107,0.443,-0.2047,-0.6545,-0.2006,-0.6723,-0.3236,-0.8277,0.4683,-0.445,0.8615,1,0.9651,1,1
9,1.2505,2.0345,1.314,1.8202,-0.3253,1.0346,0.5102,2.0073,-0.8687,-0.6142,-0.9391,-0.6583,0.6314,-0.1015,0.1097,-0.6723,1.2386,-0.0614,0.5761,0.3018,-0.7823,1,2.1583,1,1
8,-0.4074,2.0345,1.314,1.8202,2.0165,0.2127,2.0871,2.0073,1.8245,-0.6142,-0.9391,1.0844,1.2643,-0.1015,1.1422,0.2621,0.7301,-0.0614,-0.3152,-0.3184,-0.7823,1,-0.5079,1,1
7,-1.7334,-0.0424,1.314,0.1814,-1.6391,-0.6576,0.5102,0.1888,1.3209,-0.6142,-0.9391,-0.6583,0.1956,-0.1015,-0.2006,-0.9827,1.2386,-1.0974,-0.4347,-1.186,1.4093,1,1.6907,1,1
8,0.1836,1.0573,0.4394,1.3863,0.299,-0.6576,2.0871,-0.1687,0.1744,0.6912,0.6012,1.0844,-0.2047,-0.1015,0.4637,-0.9827,-0.5928,-0.8277,0.4683,-0.3184,0.2907,2,0.9028,2,1
9,0.9682,2.0345,1.314,1.8202,2.0165,0.2169,2.0871,2.0073,-2.2177,0.027,-0.1855,1.0844,2.0054,1.8164,-0.9823,1.7411,-1.1176,2.3693,-0.5266,2.7249,-0.7823,1,3.7879,1,1
8,0.7205,1.1945,1.314,1.8202,0.7743,0.6364,1.0419,0.1915,0.636,-0.4686,1.6762,0.4626,-0.2661,-0.772,-0.4342,0.2621,0.7301,-0.4684,0.4819,1.4903,-0.7823,2,-0.137,1,1
9,0.7479,-0.0424,-0.2023,-0.0424,0.7743,1.0346,0.5102,0.4572,0.9888,0.6912,0.6012,0.0281,0.1956,-0.1015,-0.7592,-0.3121,-0.5928,-0.0614,-0.1793,-0.3184,1.4721,2,-2.0409,1.6666666,1
7,0.5324,-0.0424,1.314,1.8202,0.5121,1.0346,2.0871,0.4572,0.6797,2.0378,0.6012,0.0281,1.2643,0.5693,0.052,-0.9827,1.2386,0.4152,1.2329,-0.3184,-0.7823,1,1.6842,1,1
10,0.4465,0.7843,0.1274,-0.5066,0.2012,1.0346,0.2464,-0.1716,-0.3449,0.2865,-0.2119,0.0083,0.7871,-0.1015,-0.2006,-0.569,-0.3236,-0.4531,-0.5589,-0.3184,-0.7823,1,-1.2356,1,1
8,1.2004,-0.0896,0.4394,-1.6456,-1.6391,1.0346,0.7586,-0.5786,-0.6079,1.1085,-0.1855,1.0844,-0.2047,0.5693,0.8207,0.2621,0.7301,0.7251,0.7181,1.4685,-0.7823,2,-0.137,1.3333334,1
8,-1.0774,0.0946,1.314,0.5853,-1.6391,1.0346,0.0205,2.0073,-0.6414,2.0378,1.6762,0.4667,2.0054,1.8164,1.8905,1.7411,1.2386,2.3693,0.7181,0.2195,0.2907,2,1.6235,1,1
9,0.4578,2.0345,1.314,1.8202,2.0165,1.0346,2.0871,2.0073,1.8245,2.0378,1.6762,1.0844,1.1811,1.8164,-0.4342,-0.267,1.2386,1.6219,0.7603,2.7249,-0.7823,2,3.7879,1,1
5,0.5164,1.0549,0.481,-0.624,-0.6555,1.0346,2.0871,0.4572,0.6797,1.1473,-0.9391,-1.1507,0.3709,0.0273,-0.0288,-0.1652,-0.916,-0.0614,0.5761,-0.6464,0.8615,2,-0.5079,1,1
9,-0.9676,0.7843,0.7015,0.7198,2.0165,1.0346,2.0871,0.5464,1.8245,0.2865,1.6762,1.0844,-0.2047,1.1448,-1.059,0.2621,0.7301,1.111,0.1241,-0.4509,-0.7823,2,-0.7733,1,1
4,0.6814,0.871,0.2048,-0.3727,-0.6555,-0.6576,2.0871,0.635,0.7222,0.6912,-0.9391,1.0844,0.1956,0.6291,0.4637,-0.9827,-0.5928,-0.8386,-0.3152,-0.6739,0.1462,1,1.8674,1,1
7,-1.2372,0.7767,0.7015,-0.0424,-0.3253,0.2127,1.0741,0.5464,0.6797,1.563,0.6012,-0.6583,0.4352,-0.1015,-0.4342,0.2621,0.1869,-0.5536,0.9703,-0.3184,-0.7823,2,-0.5111,1.3333334,1
8,-1.2267,2.0345,1.314,1.8202,2.0165,1.0346,2.0871,2.0073,1.8245,1.1473,1.6762,1.0844,0.6314,-0.772,-1.2319,0.2621,0.5012,-0.0614,-0.6331,0.9683,-0.7823,2,-2.0409,1,1
8,-0.5969,2.0345,-0.2023,1.1049,-0.3253,1.0346,0.5102,-0.5786,0.1744,-0.3035,1.6762,-0.6583,0.1956,1.1448,0.4637,0.2621,0.1869,-0.0614,0.7603,0.2243,-0.7823,2,1.4533,1,1
5,-1.628,0.579,-0.3971,-0.5066,0.5121,0.2169,-1.037,-0.2608,-0.2934,-0.043,0.6012,0.024,0.7871,0.487,-1.4869,-0.6723,0.1869,-0.8386,-0.3152,0.6987,0.2907,1,-0.5079,1,1
7,-1.6689,-0.7289,0.2485,-1.0499,-0.3253,1.0346,-0.3302,1.1853,0.1744,0.2865,-0.9391,1.0844,-0.2047,-0.6545,-0.4342,-0.9827,-0.5928,-1.2865,-1.1295,-0.5635,-0.7823,2,-0.0452,1.3333334,1
9,0.5792,2.0345,-0.2023,1.8202,0.7743,1.0346,0.5102,0.5464,0.6797,0.027,0.6012,0.0083,0.1956,0.487,-0.4342,0.2621,-0.5928,-0.0614,-0.0598,0.3692,-0.7823,2,0.2364,1.3333334,1
6,-0.8343,2.0345,-0.9734,-0.2546,-0.3253,1.0346,1.0419,0.1067,0.1744,1.2903,-0.4213,-0.6506,1.1811,0.5693,0.3335,1.1963,0.3385,0.4269,0.8347,-0.5665,0.1462,1,0.6479,1,1
8,1.397,2.0345,1.314,1.1049,2.0165,0.5029,2.0871,0.937,1.2662,0.6912,0.6012,1.0844,1.2643,1.8164,-0.4342,0.9269,-0.3236,0.3858,0.3468,-0.3184,-0.7823,1,1.6299,1,1
6,0.3665,0.6019,1.314,1.8202,1.458,-0.6576,-1.037,2.0073,-0.6079,-1.0299,1.6762,1.0844,2.0054,1.8164,0.8207,-2.1464,0.4094,2.3693,0.7181,-0.2141,-0.7823,2,2.5251,1,1
3,0.0887,-1.0963,1.314,1.1049,1.0179,1.0346,0.3422,0.1941,1.8245,0.3674,-0.3277,1.0844,-0.6888,0.6291,-0.4342,-0.4066,-1.566,-0.0614,1.2329,-1.2314,0.7703,2,1.8947,1,1
7,-1.3817,2.0345,1.314,1.1049,-0.3253,1.0346,0.5102,0.8329,0.1744,-0.6142,-0.9391,1.0844,2.0054,1.8164,-0.4342,1.7411,0.1869,-0.0614,0.7181,0.3018,-0.7823,1,1.6299,1,1
8,0.7887,0.9639,0.6259,-0.2546,-0.3253,1.0346,0.3812,-0.1716,-0.6079,0.6912,0.6012,-0.6583,0.7871,0.6291,0.4637,0.9269,1.2386,-0.0614,0.9703,-0.3184,-0.7823,2,0.6101,1,1
8,-0.6992,2.0345,0.2148,0.6532,0.2012,1.0346,0.1494,0.1067,0.6134,0.6912,0.6012,1.0844,0.7871,-0.1015,0.052,0.2621,-0.5928,-0.0136,1.2329,-0.3184,0.2308,1,-0.7833,1,1
7,0.6921,2.0345,0.4394,1.0067,1.3514,0.2169,1.0383,-0.0791,0.8674,1.2186,0.9747,0.4667,0.7871,0.0273,0.052,-0.267,-0.5928,-0.1097,-0.5589,-0.1858,-0.7823,2,0.7512,1,1
5,0.39,2.0345,-0.2023,-0.0424,0.7743,-0.6576,0.5102,0.4572,0.1744,-0.6142,0.6012,-0.6583,-0.2047,0.5693,-0.2006,-0.1652,-0.5928,-0.0614,-0.4347,2.7249,-0.7823,2,-1.2356,1,1
7,-0.0769,-0.0424,-0.2023,-0.0424,-0.3253,-0.6576,0.5102,-0.5786,0.1744,0.6912,-0.9391,-1.1534,1.2643,-0.1015,-0.4342,-0.3121,0.1869,-0.8386,-0.094,-0.4415,0.2907,2,3.0494,1.3333334,1
7,-0.8651,0.871,-0.0348,0.8667,-0.6555,1.0346,-0.62,0.1915,-0.6079,-0.043,-0.1855,1.0844,0.1956,-0.6545,0.3335,0.2621,0.7301,-0.0614,-0.4347,-0.1762,-0.7823,2,-2.0409,1,1
5,0.3295,0.871,-0.2023,-0.0424,2.0165,-2.4468,2.0871,2.0073,1.8245,-0.043,0.9995,1.0844,2.0054,1.8164,0.8207,0.2621,1.2386,1.6438,0.4683,-1.7041,0.2907,2,2.5251,1,1
8,1.2377,1.4022,0.7015,0.373,0.7743,-0.6576,0.7904,-0.2644,-0.4141,0.6912,-0.2119,0.4626,0.1956,1.1448,1.8905,-0.569,0.1869,-0.7506,-0.0598,-0.3184,-0.7823,1,-2.0409,1,1
7,-0.3309,-0.0424,0.7628,-0.1803,-0.3253,-0.6576,0.5102,0.836,0.1744,-1.0299,0.6012,-0.6583,-0.9792,-0.1015,-0.687,0.2621,0.1869,-1.0974,0.5761,-0.3184,-0.7823,1,0.1744,1,1
7,0.6258,0.871,1.314,1.8202,0.7743,0.5029,1.4931,0.8329,1.8245,0.2865,1.3256,0.0083,0.1956,0.5693,-1.059,-0.3121,-0.3236,-0.4684,0.1447,0.0348,-0.7823,1,-0.1274,1,1
7,1.4121,-0.0424,1.314,0.0837,0.7743,1.0346,0.5102,0.1041,0.1744,0.2865,0.6012,-0.6583,0.1956,-0.1015,-0.2459,-0.9827,1.2386,-0.0614,0.7181,-0.6659,-0.7823,2,-0.1274,1,1
5,1.59,1.1945,0.7015,1.1049,0.7743,0.6402,0.5102,-0.5786,1.8245,0.6912,0.6012,0.4667,0.6314,0.5693,-0.4342,0.2621,1.2386,-0.0614,0.5761,1.4903,0.2907,2,-1.419,1.3333334,1
8,0.0521,1.4424,0.2485,-0.2087,-0.9181,0.2127,0.2147,-0.5786,-1.0615,0.2865,0.6012,-0.6661,0.1956,-0.1015,-0.4342,-0.9827,0.1869,-0.0614,-0.4004,0.3692,-0.7823,2,2.5251,1.3333334,1
7,0.6339,0.7843,0.2485,1.0055,1.458,-0.6576,0.5102,0.4572,1.8245,-0.1532,0.9995,0.0083,-0.2047,-0.1015,1.0944,-0.267,1.2386,-0.8109,0.1123,-0.5878,-0.7823,1,1.2182,1,1
8,1.0978,1.4022,-0.3971,0.5467,0.7743,1.0346,0.5102,0.1915,0.1744,0.8147,-0.5358,1.0844,1.2643,0.9982,-1.8939,0.8126,-2.0048,-0.0806,1.2329,-0.445,-0.7823,2,-0.1662,1,1
8,-1.3884,1.1945,1.1327,0.3183,-0.6555,-0.6576,0.6487,-0.1687,-1.0615,-0.043,0.6012,-0.6583,-0.2661,-0.6545,-0.687,0.2621,-0.5928,-0.4684,-1.0157,-0.4415,-0.7823,1,0.9677,1,1
9,0.9865,0.7767,0.3995,-0.2546,0.7743,1.0346,2.0871,-0.474,0.1744,2.0378,-0.9391,0.0083,-0.2047,0.0273,-0.3799,1.7411,1.2386,1.2011,0.7181,-0.5707,-0.7823,1,-0.1274,1.6666666,1
8,0.9449,2.0345,-0.2023,-1.0981,-0.3253,1.0346,-0.62,-0.5786,0.1744,-0.6142,0.6012,-0.6583,-0.2047,-0.1015,0.052,-0.3121,0.1869,-0.0614,-0.094,-0.4415,-0.7823,1,2.1583,1,1
1,0.7317,0.3287,1.314,0.6532,-1.6391,-0.6576,0.8945,0.1041,-0.2368,-0.3183,-0.2119,-1.8225,1.2643,0.9982,-1.059,-1.4829,-1.7969,0.7401,-0.9548,-1.8528,0.7294,2,0.7512,2,1
7,-2.7063,-0.4995,-0.2116,-0.7134,-0.6555,0.6402,0.0205,-0.0791,-0.3689,-0.043,0.6012,-0.6583,-0.5707,1.1448,0.8207,-0.9827,-1.1176,-1.0974,-0.2151,-0.4643,-0.7823,2,-0.0027,1,1
5,0.545,-1.516,-0.4466,-0.8962,-0.507,-0.6576,-0.3644,-1.4494,-0.8262,0.6912,-0.5358,0.4667,0.849,0.7068,1.3423,-0.0193,1.2386,-0.0328,1.2329,-0.059,-0.7823,2,2.1583,1.3333334,1
9,-0.0856,0.6499,0.7628,0.5467,2.0165,0.5029,0.7586,1.1853,1.2662,1.1473,-0.2119,0.0083,0.992,1.8164,-1.109,1.7411,1.2386,2.3693,0.1123,0.165,0.2907,2,-0.7733,1,1
6,-0.4266,1.3671,0.4394,-0.3727,-0.3253,-0.6576,-0.103,-0.5786,0.1744,0.6912,-0.9391,-0.6583,-0.2661,-0.6545,0.4637,-0.6723,-0.5928,-0.8109,0.2224,-0.3184,0.8615,2,-0.7833,1,1
8,-0.9872,-0.0424,0.039,1.8202,0.7743,1.0346,1.1884,0.4572,0.6134,-0.6142,-0.1855,1.0844,0.6314,-0.1015,-0.4342,0.2621,0.1869,-0.4684,-0.4347,-0.445,-0.7823,2,2.2703,1,1
3,1.3036,-0.0424,-0.1298,-0.9726,-0.99,1.0346,-0.3335,-0.5786,-0.8687,2.0378,-0.9391,-1.1339,-0.6888,0.7068,-0.0288,-2.1464,-0.5928,-0.144,-1.3162,-0.8997,-0.7823,1,0.2785,2,1
8,-0.4541,0.871,0.4394,-0.0899,0.7743,1.0346,0.5102,0.4572,0.1744,-0.6142,0.6012,-0.6583,0.1956,-0.1015,0.052,-0.6723,0.4094,-0.4684,-0.8444,-0.445,0.7703,1,-0.5079,1,1
8,-0.5611,0.9134,-0.0348,0.5845,-0.0363,-0.6576,0.7869,0.7368,0.6134,-0.1532,-0.1855,-0.6583,0.1956,0.5693,0.052,-0.267,1.2386,-0.4684,1.008,-0.7386,0.1462,1,-1.2356,1,1
7,0.8064,2.0345,-1.1481,-0.6973,-0.1625,0.6364,-0.9263,-0.5786,-0.8262,-0.043,0.6012,-1.1507,-0.2047,-0.1015,-0.4342,-0.3121,-0.5928,-0.4684,-0.9255,0.0348,-0.7823,1,-0.7866,1,1
7,-0.2087,-0.4773,0.4394,-1.3309,-0.3253,-0.6576,-0.3335,-0.1716,-0.8687,0.2865,0.9995,-0.6583,0.1956,-0.1015,-0.13,0.2621,-1.8489,-0.0614,0.3468,-0.3184,0.2907,2,1.8947,1,1
8,0.3775,2.0345,1.314,1.8202,2.0165,-0.6576,2.0871,2.0073,1.8245,-0.6142,0.6012,1.0844,0.1956,-0.1015,-0.4342,0.2621,0.1869,-0.0614,-0.4347,-0.3184,1.1729,2,0.6015,1,1
0,-0.6575,2.0345,1.314,0.4301,-0.3253,0.6364,0.2147,0.7397,-0.3689,-0.6142,-0.9391,-0.6506,2.0054,1.8164,-0.0005,1.7411,-2.4967,-1.2145,1.008,-1.5975,1.4721,1,-0.1274,1,1
6,0.725,2.0345,1.314,1.8202,0.5121,-0.6576,2.0871,2.0073,1.8245,0.6912,0.6012,1.0844,0.1956,0.9982,-0.3799,0.2621,0.7301,-1.2987,-0.4347,0.6818,-0.7823,2,-2.0409,1,1
5,-0.4013,-0.0424,0.2384,1.0067,0.299,-0.6576,-0.3644,0.937,-0.6079,0.6912,-0.5107,1.0844,0.7871,-0.1015,0.4637,-0.9827,-1.3959,-1.0974,0.7181,-0.9803,0.6725,1,-0.5205,1,1
7,-0.4614,-0.6495,0.4394,-0.5522,0.1027,-0.6576,-0.3335,-0.2644,-0.3689,-0.6142,-0.9391,0.443,0.7871,0.5693,0.052,0.9269,-1.1176,-0.7997,-0.094,-0.6913,-0.7823,1,0.2266,1,1
6,-0.0725,1.0573,1.314,0.5467,-0.3253,-0.6576,-0.103,1.1853,-0.6894,0.6912,0.6012,-0.6583,-0.2047,-0.772,-0.3799,-0.267,0.1869,-0.0614,0.3468,-0.5582,-0.7823,1,1.6299,1.3333334,1
2,0.6587,1.0573,-0.2023,1.1049,0.7743,0.5029,1.1884,0.1915,0.2598,2.0378,-0.5358,1.0844,0.3709,0.487,0.4637,-0.0193,-0.5928,0.7872,-0.094,-0.5582,0.2907,1,-0.7733,1.3333334,1
8,1.071,2.0345,1.314,1.1049,1.5844,1.0346,2.0871,1.323,1.8245,2.0378,1.2992,1.0844,2.0054,1.8164,1.8905,1.7411,1.2386,1.0615,0.7181,2.7249,-0.7823,2,1.4533,1.3333334,1
8,-1.1701,0.7843,0.7628,1.1049,2.0165,1.0346,2.0871,2.0073,0.1744,0.6912,0.6012,-0.6583,1.2643,1.1448,0.052,0.2621,1.2386,-0.0614,0.3468,-0.0553,-0.7823,1,-0.5079,1,1
8,0.5916,0.8946,-0.3882,-0.2546,-0.507,-1.0657,1.1847,0.1915,0.2984,-0.4686,0.6012,-0.6583,0.1956,0.6291,0.3335,-0.9827,-1.3959,-0.5536,0.0337,-0.7686,-0.7823,2,0.7512,1,1
8,0.8441,-0.0896,1.314,-1.6464,1.0179,1.0346,0.5102,0.4572,0.1744,-0.043,0.6012,0.4626,0.7871,-1.034,0.8207,-0.569,0.1869,-0.5536,0.3468,0.4766,-0.7823,1,-2.0409,1,1
1,-0.8862,-0.6541,-0.8692,-1.3302,-1.6391,-1.7696,-1.2261,-2.2652,-2.2177,0.2865,-0.4213,0.4667,-0.2047,0.0273,0.8794,-1.3539,-0.916,-1.7021,-0.9149,-0.7587,1.1928,2,0.975,1.6666666,1
4,-1.1587,1.3671,0.7628,1.1049,2.0165,0.3622,2.0871,0.937,1.2403,-1.36,0.6012,0.4667,0.7871,0.5693,-0.0288,0.2621,0.1869,-0.5787,0.7181,-0.3184,0.2907,1,0.0104,1,1
4,-1.3884,2.0345,0.7628,-0.0706,-0.6555,-1.1847,0.5102,0.1888,0.1744,1.1473,-0.9391,-0.6198,-0.2047,-1.071,-1.8939,-0.569,-0.5928,-0.5176,0.7603,-1.1174,-0.7823,2,2.2703,1,1
9,0.3867,2.0345,0.2485,1.1049,1.3514,1.0346,0.088,-0.0791,0.6134,1.2903,0.6894,0.0321,2.0054,-0.1015,-1.109,1.7411,1.2386,2.3693,0.0217,0.0027,0.7703,2,3.7879,1.3333334,1
5,0.1408,1.3671,-1.4387,-0.0424,-0.6555,-1.0657,-0.62,-0.6894,-1.2655,-0.0214,-1.8317,1.0844,0.0385,-1.154,0.4637,-0.9827,-0.5928,-1.4832,-1.1295,-1.408,2.0604,1,-2.0409,1,1
7,1.6143,0.7767,0.385,-0.8798,-1.6391,-0.6576,0.4798,-0.1716,0.1744,-0.043,0.6012,-0.6583,0.1956,-0.1015,-0.2006,0.2621,0.7301,-0.0614,-0.9441,-0.0553,-0.7823,2,-0.1274,1,1
6,1.4583,0.1863,-0.3673,-0.0424,0.3993,-1.3914,0.2432,0.4572,0.1744,-0.043,0.6012,-0.6583,0.6314,-0.1015,1.8905,0.2621,-0.5928,-0.0614,1.3357,0.0595,0.2907,1,0.9255,1,1
3,0.9338,1.3671,1.314,0.7198,0.7743,1.0346,0.7551,0.836,1.8245,0.2865,1.0891,0.0083,1.2643,0.5693,0.4637,1.7411,0.1869,0.7396,-1.1295,0.165,-0.7823,1,1.8674,1.3333334,1
9,1.0099,2.0345,1.314,1.8202,-0.3253,1.0346,2.0871,2.0073,1.8245,-1.2276,0.6012,1.0844,1.2643,1.1448,-0.4342,0.8126,0.1869,-0.0614,0.7181,-0.3184,-0.7823,2,-2.0409,1.3333334,1
6,-1.1627,0.6499,0.3995,0.4861,0.2012,1.0346,1.0419,1.323,0.1744,0.2865,1.3256,1.0844,0.7871,0.7068,-0.2006,1.1963,1.2386,0.0347,0.2224,0.1997,-0.7823,1,-0.1274,1,1
6,-0.8898,1.0294,0.4394,-0.2546,-0.3253,-0.6576,-0.62,-0.5786,0.1744,0.2865,-0.1855,1.0844,0.1956,-0.1015,0.4637,-0.6723,-0.5928,-0.0614,-0.3152,-1.186,-0.7823,1,-2.0409,1,1
9,0.2814,2.0345,0.7628,1.0055,1.5844,1.0346,2.0871,1.1813,1.8245,1.2186,0.6012,1.0844,2.0054,1.1448,-0.862,1.7411,1.2386,1.6438,1.2329,0.1223,-0.7823,2,2.2703,1,1
